2026-08-19 17:34:00,000 [INFO] Bat dau thu thap du lieu moi 30s cho target(s): google. Ghi vao 'network_quality_data1.csv'. Nhan Ctrl+C de dung.
2026-08-19 17:34:00,000 [INFO] Da ghi: {'timestamp': '2026-08-19T17:34:00+07:00', 'target_id': 'google', 'rtt_ms': 42.75, 'rtt_min_ms': 42.0, 'rtt_max_ms': 43.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 42.111, 'tcp_connect_ms': 62.885, 'tls_handshake_ms': 103.483, 'ttfb_ms': 176.325, 'http_latency_ms': 512.97, 'http_status_code': 200}
2026-08-22 04:48:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:48:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.495, 'tcp_connect_ms': 56.938, 'tls_handshake_ms': 93.983, 'ttfb_ms': 170.776, 'http_latency_ms': 484.848, 'http_status_code': 200}
2026-08-22 04:49:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:49:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 58.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.438, 'tcp_connect_ms': 57.565, 'tls_handshake_ms': 93.941, 'ttfb_ms': 168.778, 'http_latency_ms': 481.354, 'http_status_code': 200}
2026-08-22 04:49:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:49:30+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.433, 'tcp_connect_ms': 52.989, 'tls_handshake_ms': 88.494, 'ttfb_ms': 159.621, 'http_latency_ms': 451.045, 'http_status_code': 200}
2026-08-22 04:50:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:50:00+07:00', 'target_id': 'google', 'rtt_ms': 59.5, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 6.181, 'tcp_connect_ms': 51.122, 'tls_handshake_ms': 85.051, 'ttfb_ms': 152.963, 'http_latency_ms': 438.156, 'http_status_code': 200}
2026-08-22 04:50:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:50:30+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.492, 'tcp_connect_ms': 47.329, 'tls_handshake_ms': 85.102, 'ttfb_ms': 148.716, 'http_latency_ms': 416.246, 'http_status_code': 200}
2026-08-22 04:51:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:51:00+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 2.949, 'tcp_connect_ms': 43.691, 'tls_handshake_ms': 75.253, 'ttfb_ms': 140.723, 'http_latency_ms': 384.562, 'http_status_code': 200}
2026-08-22 04:51:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:51:30+07:00', 'target_id': 'google', 'rtt_ms': 60.5, 'rtt_min_ms': 59.0, 'rtt_max_ms': 63.0, 'jitter_ms': 1.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.87, 'tcp_connect_ms': 58.421, 'tls_handshake_ms': 84.713, 'ttfb_ms': 147.527, 'http_latency_ms': 429.234, 'http_status_code': 200}
2026-08-22 04:52:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:52:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.413, 'tcp_connect_ms': 51.85, 'tls_handshake_ms': 89.121, 'ttfb_ms': 194.36, 'http_latency_ms': 482.238, 'http_status_code': 200}
2026-08-22 04:52:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:52:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.535, 'tcp_connect_ms': 61.372, 'tls_handshake_ms': 90.149, 'ttfb_ms': 153.3, 'http_latency_ms': 450.744, 'http_status_code': 200}
2026-08-22 04:53:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:53:00+07:00', 'target_id': 'google', 'rtt_ms': 59.75, 'rtt_min_ms': 59.0, 'rtt_max_ms': 62.0, 'jitter_ms': 2.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.459, 'tcp_connect_ms': 53.316, 'tls_handshake_ms': 90.522, 'ttfb_ms': 162.917, 'http_latency_ms': 460.385, 'http_status_code': 200}
2026-08-22 04:53:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:53:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.649, 'tcp_connect_ms': 60.117, 'tls_handshake_ms': 96.335, 'ttfb_ms': 173.841, 'http_latency_ms': 510.568, 'http_status_code': 200}
2026-08-22 04:54:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:54:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.371, 'tcp_connect_ms': 53.892, 'tls_handshake_ms': 82.944, 'ttfb_ms': 161.665, 'http_latency_ms': 452.919, 'http_status_code': 200}
2026-08-22 04:54:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:54:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 5.273, 'tcp_connect_ms': 51.033, 'tls_handshake_ms': 80.385, 'ttfb_ms': 150.788, 'http_latency_ms': 430.212, 'http_status_code': 200}
2026-08-22 04:55:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:55:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.371, 'tcp_connect_ms': 59.537, 'tls_handshake_ms': 89.904, 'ttfb_ms': 173.509, 'http_latency_ms': 491.642, 'http_status_code': 200}
2026-08-22 04:55:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:55:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.778, 'tcp_connect_ms': 49.598, 'tls_handshake_ms': 79.617, 'ttfb_ms': 150.159, 'http_latency_ms': 421.186, 'http_status_code': 200}
2026-08-22 04:56:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:56:00+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 2.317, 'tcp_connect_ms': 47.558, 'tls_handshake_ms': 76.764, 'ttfb_ms': 147.044, 'http_latency_ms': 407.879, 'http_status_code': 200}
2026-08-22 04:56:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:56:30+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.012, 'tcp_connect_ms': 63.857, 'tls_handshake_ms': 97.554, 'ttfb_ms': 177.428, 'http_latency_ms': 504.362, 'http_status_code': 200}
2026-08-22 04:57:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:57:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.591, 'tcp_connect_ms': 55.683, 'tls_handshake_ms': 96.633, 'ttfb_ms': 163.921, 'http_latency_ms': 474.91, 'http_status_code': 200}
2026-08-22 04:57:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:57:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.571, 'tcp_connect_ms': 48.813, 'tls_handshake_ms': 82.256, 'ttfb_ms': 149.095, 'http_latency_ms': 415.932, 'http_status_code': 200}
2026-08-22 04:58:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:58:00+07:00', 'target_id': 'google', 'rtt_ms': 59.25, 'rtt_min_ms': 59.0, 'rtt_max_ms': 60.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.905, 'tcp_connect_ms': 51.84, 'tls_handshake_ms': 89.344, 'ttfb_ms': 158.894, 'http_latency_ms': 449.133, 'http_status_code': 200}
2026-08-22 04:58:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:58:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.058, 'tcp_connect_ms': 49.347, 'tls_handshake_ms': 83.587, 'ttfb_ms': 152.264, 'http_latency_ms': 424.167, 'http_status_code': 200}
2026-08-22 04:59:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:59:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.463, 'tcp_connect_ms': 49.925, 'tls_handshake_ms': 85.801, 'ttfb_ms': 150.27, 'http_latency_ms': 428.275, 'http_status_code': 200}
2026-08-22 04:59:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T04:59:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.765, 'tcp_connect_ms': 58.234, 'tls_handshake_ms': 89.483, 'ttfb_ms': 161.023, 'http_latency_ms': 459.557, 'http_status_code': 200}
2026-08-22 05:00:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:00:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.397, 'tcp_connect_ms': 45.042, 'tls_handshake_ms': 80.528, 'ttfb_ms': 140.878, 'http_latency_ms': 394.969, 'http_status_code': 200}
2026-08-22 05:00:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:00:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 5.876, 'tcp_connect_ms': 45.003, 'tls_handshake_ms': 80.171, 'ttfb_ms': 142.168, 'http_latency_ms': 390.275, 'http_status_code': 200}
2026-08-22 05:01:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:01:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.172, 'tcp_connect_ms': 48.571, 'tls_handshake_ms': 84.603, 'ttfb_ms': 151.655, 'http_latency_ms': 428.388, 'http_status_code': 200}
2026-08-22 05:01:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:01:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.513, 'tcp_connect_ms': 57.257, 'tls_handshake_ms': 91.525, 'ttfb_ms': 168.551, 'http_latency_ms': 477.286, 'http_status_code': 200}
2026-08-22 05:02:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:02:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 2.715, 'tcp_connect_ms': 43.421, 'tls_handshake_ms': 81.592, 'ttfb_ms': 139.128, 'http_latency_ms': 389.467, 'http_status_code': 200}
2026-08-22 05:02:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:02:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.82, 'tcp_connect_ms': 47.825, 'tls_handshake_ms': 81.342, 'ttfb_ms': 145.898, 'http_latency_ms': 406.821, 'http_status_code': 200}
2026-08-22 05:03:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:03:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.133, 'tcp_connect_ms': 58.812, 'tls_handshake_ms': 94.864, 'ttfb_ms': 167.919, 'http_latency_ms': 480.883, 'http_status_code': 200}
2026-08-22 05:03:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:03:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.515, 'tcp_connect_ms': 66.658, 'tls_handshake_ms': 91.628, 'ttfb_ms': 163.945, 'http_latency_ms': 476.829, 'http_status_code': 200}
2026-08-22 05:04:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:04:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 2.95, 'tcp_connect_ms': 53.519, 'tls_handshake_ms': 86.748, 'ttfb_ms': 157.67, 'http_latency_ms': 448.26, 'http_status_code': 200}
2026-08-22 05:04:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:04:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.769, 'tcp_connect_ms': 52.537, 'tls_handshake_ms': 91.795, 'ttfb_ms': 159.354, 'http_latency_ms': 450.9, 'http_status_code': 200}
2026-08-22 05:05:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:05:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.145, 'tcp_connect_ms': 45.858, 'tls_handshake_ms': 82.604, 'ttfb_ms': 142.229, 'http_latency_ms': 399.936, 'http_status_code': 200}
2026-08-22 05:05:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:05:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.609, 'tcp_connect_ms': 50.836, 'tls_handshake_ms': 84.506, 'ttfb_ms': 155.936, 'http_latency_ms': 433.346, 'http_status_code': 200}
2026-08-22 05:06:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:06:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.22, 'tcp_connect_ms': 59.349, 'tls_handshake_ms': 93.632, 'ttfb_ms': 170.876, 'http_latency_ms': 493.492, 'http_status_code': 200}
2026-08-22 05:06:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:06:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 5.794, 'tcp_connect_ms': 59.194, 'tls_handshake_ms': 97.107, 'ttfb_ms': 174.148, 'http_latency_ms': 494.367, 'http_status_code': 200}
2026-08-22 05:07:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:07:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.124, 'tcp_connect_ms': 48.868, 'tls_handshake_ms': 84.495, 'ttfb_ms': 154.197, 'http_latency_ms': 425.016, 'http_status_code': 200}
2026-08-22 05:07:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:07:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.522, 'tcp_connect_ms': 59.657, 'tls_handshake_ms': 93.914, 'ttfb_ms': 177.388, 'http_latency_ms': 495.313, 'http_status_code': 200}
2026-08-22 05:08:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:08:00+07:00', 'target_id': 'google', 'rtt_ms': 58.75, 'rtt_min_ms': 58.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.349, 'tcp_connect_ms': 45.366, 'tls_handshake_ms': 79.199, 'ttfb_ms': 162.917, 'http_latency_ms': 415.327, 'http_status_code': 200}
2026-08-22 05:08:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:08:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.458, 'tcp_connect_ms': 55.267, 'tls_handshake_ms': 91.894, 'ttfb_ms': 165.473, 'http_latency_ms': 468.542, 'http_status_code': 200}
2026-08-22 05:09:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:09:00+07:00', 'target_id': 'google', 'rtt_ms': 58.75, 'rtt_min_ms': 58.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.667, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.229, 'tcp_connect_ms': 51.889, 'tls_handshake_ms': 97.252, 'ttfb_ms': 157.527, 'http_latency_ms': 453.078, 'http_status_code': 200}
2026-08-22 05:09:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:09:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 6.441, 'tcp_connect_ms': 51.559, 'tls_handshake_ms': 89.242, 'ttfb_ms': 155.991, 'http_latency_ms': 443.655, 'http_status_code': 200}
2026-08-22 05:10:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:10:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 5.929, 'tcp_connect_ms': 60.923, 'tls_handshake_ms': 97.109, 'ttfb_ms': 173.137, 'http_latency_ms': 505.339, 'http_status_code': 200}
2026-08-22 05:10:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:10:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.534, 'tcp_connect_ms': 58.225, 'tls_handshake_ms': 93.697, 'ttfb_ms': 167.905, 'http_latency_ms': 486.121, 'http_status_code': 200}
2026-08-22 05:11:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:11:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 2.644, 'tcp_connect_ms': 58.979, 'tls_handshake_ms': 93.977, 'ttfb_ms': 170.305, 'http_latency_ms': 493.632, 'http_status_code': 200}
2026-08-22 05:11:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:11:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.13, 'tcp_connect_ms': 58.991, 'tls_handshake_ms': 90.144, 'ttfb_ms': 166.691, 'http_latency_ms': 468.059, 'http_status_code': 200}
2026-08-22 05:12:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:12:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.721, 'tcp_connect_ms': 52.354, 'tls_handshake_ms': 92.134, 'ttfb_ms': 157.144, 'http_latency_ms': 450.799, 'http_status_code': 200}
2026-08-22 05:12:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:12:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.558, 'tcp_connect_ms': 57.746, 'tls_handshake_ms': 92.694, 'ttfb_ms': 172.026, 'http_latency_ms': 485.295, 'http_status_code': 200}
2026-08-22 05:13:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:13:00+07:00', 'target_id': 'google', 'rtt_ms': 58.75, 'rtt_min_ms': 58.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.333, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.497, 'tcp_connect_ms': 56.941, 'tls_handshake_ms': 92.464, 'ttfb_ms': 168.923, 'http_latency_ms': 478.608, 'http_status_code': 200}
2026-08-22 05:13:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:13:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.567, 'tcp_connect_ms': 60.308, 'tls_handshake_ms': 100.15, 'ttfb_ms': 181.068, 'http_latency_ms': 514.447, 'http_status_code': 200}
2026-08-22 05:14:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:14:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 0.423, 'tcp_connect_ms': 57.341, 'tls_handshake_ms': 90.76, 'ttfb_ms': 166.282, 'http_latency_ms': 480.585, 'http_status_code': 200}
2026-08-22 05:14:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:14:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 4.086, 'tcp_connect_ms': 57.263, 'tls_handshake_ms': 97.407, 'ttfb_ms': 170.09, 'http_latency_ms': 489.865, 'http_status_code': 200}
2026-08-22 05:15:00,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:15:00+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.1, 'tcp_connect_ms': 60.536, 'tls_handshake_ms': 93.36, 'ttfb_ms': 172.041, 'http_latency_ms': 496.214, 'http_status_code': 200}
2026-08-22 05:15:30,000 [INFO] Da ghi: {'timestamp': '2026-08-22T05:15:30+07:00', 'target_id': 'google', 'rtt_ms': 59.0, 'rtt_min_ms': 59.0, 'rtt_max_ms': 59.0, 'jitter_ms': 0.0, 'n_sent': 4, 'n_received': 4, 'loss_rate': 0.0, 'dns_latency_ms': 3.71, 'tcp_connect_ms': 49.741, 'tls_handshake_ms': 84.855, 'ttfb_ms': 151.019, 'http_latency_ms': 434.103, 'http_status_code': 200}
